sample_name,species,AMC (disk),AMK (disk),AMK (mic),AMK (vitek),AMP (vitek),AMX (disk),AMX (vitek),ATM (disk),ATM (vitek),CAZ (disk),CAZ (mic),CAZ (vitek),CHL (vitek),CIP (disk),CIP (vitek),COL (mic),CRO (mic),CRO (vitek),CTX (disk),CTX (mic),CTX (vitek),CXM (vitek),CZA (disk),CZA (vitek),CZT (disk),CZT (vitek),ETP (disk),ETP (mic),ETP (vitek),FEP (disk),FEP (mic),FEP (vitek),FOS (disk),FOX (disk),FOX (vitek),GEN (disk),GEN (mic),GEN (vitek),IPM (disk),IPM (mic),IPM (vitek),LVX (disk),LVX (vitek),MEC (disk),MEM (disk),MEM (mic),MEM (vitek),NAL (vitek),NET (disk),OFX (vitek),PIP (vitek),PRL (disk),SXT (disk),SXT (vitek),TCC (disk),TCC (vitek),TGC (disk),TGC (vitek),TIC (disk),TIC (vitek),TOB (disk),TOB (vitek),TZP (disk),TZP (mic),TZP (vitek),AMC (disk) cat,AMK (disk) cat,AMK (mic) cat,AMK (vitek) cat,AMP (vitek) cat,AMX (disk) cat,AMX (vitek) cat,ATM (disk) cat,ATM (vitek) cat,CAZ (disk) cat,CAZ (mic) cat,CAZ (vitek) cat,CHL (vitek) cat,CIP (disk) cat,CIP (vitek) cat,COL (mic) cat,CRO (mic) cat,CRO (vitek) cat,CTX (disk) cat,CTX (mic) cat,CTX (vitek) cat,CXM (vitek) cat,CZA (disk) cat,CZA (vitek) cat,CZT (disk) cat,CZT (vitek) cat,ETP (disk) cat,ETP (mic) cat,ETP (vitek) cat,FEP (disk) cat,FEP (mic) cat,FEP (vitek) cat,FOS (disk) cat,FOX (disk) cat,FOX (vitek) cat,GEN (disk) cat,GEN (mic) cat,GEN (vitek) cat,IPM (disk) cat,IPM (mic) cat,IPM (vitek) cat,LVX (disk) cat,LVX (vitek) cat,MEC (disk) cat,MEM (disk) cat,MEM (mic) cat,MEM (vitek) cat,NAL (vitek) cat,NET (disk) cat,OFX (vitek) cat,PIP (vitek) cat,PRL (disk) cat,SXT (disk) cat,SXT (vitek) cat,TCC (disk) cat,TCC (vitek) cat,TGC (disk) cat,TGC (vitek) cat,TIC (disk) cat,TIC (vitek) cat,TOB (disk) cat,TOB (vitek) cat,TZP (disk) cat,TZP (mic) cat,TZP (vitek) cat
KLEPNE164,Klebsiella pneumoniae,,,4.0,8.0,16.0,,,,32.0,,32.0,32.0,4.0,,16.0,0.5,16.0,32.0,,16.0,32.0,32.0,,1.0,,16.0,,8.0,,,32.0,16.0,,,32.0,,16.0,8.0,,0.5,0.5,,160.0,,,2.0,1.0,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,S,R,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
ENTHOR58,Enterobacter hormaechei steigerwaltii,,,0.5,,,,,,,,32.0,32.0,2.0,,0.25,8.0,16.0,32.0,,16.0,32.0,,,0.5,,16.0,,0.25,0.5,,2.0,2.0,,,,,0.12,1.0,,0.25,1.0,,,,,0.06,0.25,2.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,S,R,R,R,NA,R,R,NA,NA,S,NA,R,NA,S,R,NA,U,U,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
ENTHOR28,Enterobacter hormaechei hoffmannii,,,0.5,,,,,,,,32.0,32.0,16.0,,0.25,0.5,16.0,32.0,,16.0,32.0,,,1.0,,16.0,,1.0,0.5,,8.0,4.0,,,,,0.25,1.0,,0.25,0.25,,,,,0.06,0.25,2.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,R,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEOXY41,Klebsiella oxytoca,,,0.5,2.0,16.0,,,,16.0,,4.0,4.0,0.5,,4.0,0.5,8.0,32.0,,2.0,4.0,32.0,,0.25,,1.0,,0.25,0.5,,1.0,2.0,,,32.0,,0.12,1.0,,0.5,0.25,,20.0,,,0.12,0.5,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,S,U,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
ENTHOR37,Enterobacter hormaechei oharae,,,1.0,,,,,,,,32.0,32.0,,,,0.5,16.0,,,16.0,32.0,,,,,16.0,,8.0,,,32.0,16.0,,,,,0.25,1.0,,4.0,1.0,,,,,4.0,,,,,64.0,,,,,,,,,,,,,64.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,NA,R,R,NA,NA,NA,NA,S,S,NA,R,S,NA,NA,NA,NA,U,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
ENTASB11,Enterobacter asburiae,,,1.0,,,,,,,,32.0,4.0,2.0,,0.25,0.5,16.0,32.0,,16.0,2.0,,,0.12,,0.25,,0.5,0.5,,0.5,0.12,,,,,0.25,1.0,,0.5,0.25,,,,,0.12,0.25,16.0,,2.0,64.0,,,,,32.0,,,,64.0,,,,64.0,4.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,S
KLEOXY42,Klebsiella oxytoca,,,8.0,8.0,16.0,,,,32.0,,32.0,32.0,4.0,,16.0,1.0,16.0,32.0,,16.0,32.0,32.0,,4.0,,16.0,,0.12,0.5,,16.0,16.0,,,4.0,,16.0,8.0,,0.25,0.25,,160.0,,,0.06,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,R,R,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,S,R,NA,R,R,NA,NA,S,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
ENTHOR59,Enterobacter hormaechei steigerwaltii,,,1.0,,,,,,,,32.0,32.0,16.0,,0.25,8.0,16.0,32.0,,16.0,32.0,,,1.0,,16.0,,0.5,0.5,,4.0,8.0,,,,,0.25,1.0,,0.25,0.25,,,,,0.06,0.25,2.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,S,R,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,R,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
HAFALV15,Hafnia alvei,,,1.0,2.0,16.0,,,,32.0,,32.0,32.0,0.5,,16.0,0.5,16.0,32.0,,16.0,32.0,,,8.0,,8.0,,8.0,,,32.0,16.0,,,32.0,,0.12,1.0,,1.0,0.5,,20.0,,,1.0,2.0,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,R,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
ENTROG5,Enterobacter roggenkampii,,,1.0,,,,,,,,32.0,32.0,4.0,,0.25,8.0,16.0,32.0,,16.0,32.0,,,0.5,,2.0,,0.5,0.5,,0.5,0.5,,,,,0.25,1.0,,0.5,0.5,,,,,0.12,0.25,2.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,S,R,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEOXY43,Klebsiella oxytoca,,,0.25,2.0,16.0,,,,32.0,,0.5,4.0,4.0,,16.0,0.5,16.0,32.0,,16.0,8.0,32.0,,0.5,,16.0,,0.25,0.5,,8.0,16.0,,,8.0,,0.12,1.0,,0.5,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,S,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,S,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,S,NA,R,R
COLI51,Escherichia coli,6.0,21.0,8.0,16.0,16.0,6.0,16.0,40.0,1.0,36.0,0.25,1.0,4.0,40.0,0.25,1.0,16.0,32.0,16.0,4.0,4.0,32.0,35.0,0.12,34.0,0.25,31.0,0.25,0.5,31.0,0.5,0.5,35.0,26.0,4.0,17.0,4.0,8.0,31.0,1.0,4.0,35.0,0.5,35.0,35.0,0.12,0.5,,6.0,1.0,64.0,9.0,6.0,160.0,6.0,64.0,32.0,0.5,6.0,64.0,11.0,8.0,17.0,16.0,64.0,R,S,R,R,R,R,R,S,S,S,S,S,S,S,S,S,R,R,R,R,R,R,S,S,S,S,S,S,R,S,S,S,S,S,S,R,R,R,S,S,R,S,S,S,S,S,S,NA,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R
CITKOS19,Citrobacter koseri,,,4.0,4.0,,,,,1.0,,1.0,1.0,0.5,,16.0,1.0,1.0,1.0,,4.0,4.0,,,0.5,,2.0,,0.06,0.5,,1.0,0.5,,,32.0,,0.5,1.0,,0.25,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,32.0,64.0,NA,NA,S,S,NA,NA,NA,NA,S,NA,S,S,S,NA,R,S,S,S,NA,R,R,NA,NA,S,NA,R,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
PRTPEN5,Proteus penneri,,,1.0,2.0,16.0,,,,1.0,,0.5,1.0,0.12,,4.0,8.0,2.0,32.0,,2.0,32.0,,,0.12,,0.5,,0.06,0.5,,1.0,16.0,,,8.0,,0.5,1.0,,1.0,2.0,,160.0,,,0.06,0.25,,,,64.0,,,,,8.0,,0.25,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,S,NA,S,S,S,NA,R,R,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,S,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,S,NA,S,NA,R,NA,S,NA,S,S
HAFPAR4,Hafnia paralvei,,,0.25,4.0,16.0,,,,32.0,,32.0,32.0,0.25,,2.0,8.0,16.0,,,16.0,32.0,,,8.0,,,,8.0,,,32.0,,,,32.0,,0.12,1.0,,2.0,0.25,,20.0,,,8.0,,,,,64.0,,,,,,,0.25,,64.0,,1.0,,64.0,,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,NA,NA,R,R,NA,NA,R,NA,NA,NA,R,NA,NA,R,NA,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,S,NA,R,NA,S,NA,R,NA
CITKOS20,Citrobacter koseri,,,0.25,2.0,,,,,32.0,,32.0,16.0,1.0,,16.0,0.5,16.0,32.0,,16.0,32.0,,,1.0,,16.0,,1.0,,,32.0,16.0,,,32.0,,0.12,1.0,,0.25,0.25,,160.0,,,0.25,0.25,,,,64.0,,,,,64.0,,0.5,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,NA,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,S,NA,R,R
ENTHOR60,Enterobacter hormaechei steigerwaltii,,,0.5,,,,,,,,32.0,32.0,2.0,,0.25,1.0,16.0,32.0,,16.0,32.0,,,0.5,,16.0,,0.5,0.5,,8.0,2.0,,,,,0.25,1.0,,0.5,0.25,,,,,0.12,0.25,2.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,U,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEOXY27,Klebsiella oxytoca,,,1.0,,16.0,,,,,,8.0,4.0,4.0,,2.0,0.5,16.0,32.0,,16.0,32.0,32.0,,0.5,,8.0,,2.0,,,16.0,16.0,,,32.0,,1.0,4.0,,0.25,0.25,,,,,1.0,0.5,16.0,,4.0,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,S,R,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
PRTCOL1,Proteus columbae,,,2.0,,16.0,,,,,,0.25,1.0,8.0,,0.25,1.0,16.0,16.0,,16.0,4.0,,,0.12,,1.0,,0.06,0.5,,2.0,16.0,,,,,1.0,1.0,,8.0,8.0,,,,,0.5,2.0,4.0,,0.25,64.0,,,,,8.0,,,,64.0,,,,1.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,S,S,S,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,U,R,NA,NA,NA,NA,S,S,NA,R,R,NA,NA,NA,NA,S,S,U,NA,S,R,NA,NA,NA,NA,S,NA,NA,NA,R,NA,NA,NA,S,S
MORMOG33,Morganella morganii,,,8.0,16.0,16.0,,,,32.0,,4.0,32.0,4.0,,16.0,8.0,16.0,32.0,,16.0,32.0,,,0.12,,0.5,,0.06,0.5,,32.0,16.0,,,8.0,,16.0,8.0,,4.0,4.0,,160.0,,,0.25,0.5,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,8.0,64.0,NA,NA,R,R,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,R,NA,R,R,NA,R,R,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
KLEMIC14,Klebsiella michiganensis,,,1.0,2.0,16.0,,,,,,0.5,1.0,1.0,,16.0,0.5,1.0,,,0.25,1.0,16.0,,0.25,,0.25,,0.06,0.5,,0.25,0.12,,,4.0,,0.25,1.0,,0.25,0.5,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,1.0,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,NA,NA,S,S,S,NA,R,S,S,NA,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,S,NA,R,R
PRTTER1,Proteus terrae terrae,,,1.0,,16.0,,,,,,0.06,1.0,2.0,,0.25,8.0,0.5,32.0,,0.5,32.0,,,0.12,,0.25,,0.06,0.5,,0.25,16.0,,,,,1.0,1.0,,1.0,2.0,,,,,0.06,0.25,2.0,,0.25,64.0,,,,,8.0,,,,64.0,,,,1.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,S,S,S,NA,S,R,S,R,NA,S,R,NA,NA,S,NA,S,NA,S,R,NA,S,R,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,S,NA,NA,NA,R,NA,NA,NA,S,S
CITPOR5,Citrobacter portucalensis,,,0.5,,,,,,,,32.0,32.0,16.0,,0.25,1.0,16.0,32.0,,16.0,32.0,,,0.25,,8.0,,0.12,0.5,,2.0,1.0,,,,,2.0,4.0,,1.0,1.0,,,,,0.06,0.25,,,0.5,64.0,,,,,64.0,,,,64.0,,,,32.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,S,R,NA,U,S,NA,NA,NA,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,NA,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEPNE149,Klebsiella pneumoniae,,,0.5,,,,,,,,32.0,32.0,,,,1.0,16.0,,,16.0,32.0,,,,,,,8.0,,,32.0,16.0,,,,,4.0,8.0,,16.0,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,13.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,R,R,NA,NA,NA,NA,R,R,NA,R,R,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
COLI52,Escherichia coli,6.0,20.0,4.0,16.0,16.0,6.0,16.0,6.0,,6.0,32.0,32.0,,6.0,2.0,0.5,16.0,,6.0,16.0,32.0,,20.0,,12.0,,16.0,4.0,4.0,6.0,32.0,16.0,30.0,6.0,32.0,6.0,16.0,8.0,28.0,0.5,0.25,6.0,,22.0,25.0,1.0,,16.0,11.0,4.0,,6.0,6.0,160.0,6.0,,26.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,S,R,R,R,R,R,NA,R,R,R,NA,R,R,S,R,NA,R,R,R,NA,S,NA,R,NA,R,R,R,R,R,R,S,R,R,R,R,R,S,S,S,R,NA,S,S,S,NA,R,R,R,NA,R,R,R,R,NA,S,NA,R,R,R,R,R,R,R
ENTHOR61,Enterobacter hormaechei steigerwaltii,,,4.0,,,,,,,,32.0,32.0,,,,0.5,16.0,,,16.0,32.0,,,,,,,0.5,,,8.0,2.0,,,,,0.5,1.0,,0.5,0.5,,,,,0.06,,,,,,,,,,,,,,,,,,2.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,R,U,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA
KLEPNE180,Klebsiella pneumoniae,,,0.5,2.0,16.0,,,,1.0,,8.0,2.0,0.12,,2.0,0.5,0.5,1.0,,0.25,1.0,4.0,,0.5,,1.0,,0.12,0.5,,2.0,1.0,,,4.0,,0.25,1.0,,0.25,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,S,NA,R,U,S,NA,R,S,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,U,S,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
KLEAER24,Klebsiella aerogenes,,,4.0,16.0,,,,,32.0,,32.0,32.0,1.0,,16.0,0.5,16.0,32.0,,16.0,32.0,,,0.12,,16.0,,2.0,,,8.0,4.0,,,32.0,,0.5,1.0,,0.25,0.25,,160.0,,,0.12,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,8.0,,64.0,64.0,NA,NA,S,R,NA,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,R,NA,R,R
CITCRO3,Citrobacter cronae,,,4.0,,,,,,,,32.0,32.0,,,,0.5,16.0,,,16.0,32.0,,,,,,,4.0,,,32.0,8.0,,,,,16.0,8.0,,2.0,2.0,,16.0,,,2.0,,0.016,,,,,,,,,,1.0,,,,,,64.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,R,R,NA,NA,NA,NA,R,R,NA,S,S,NA,R,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,R,NA
ENTHOR62,Enterobacter hormaechei steigerwaltii,,,1.0,2.0,,,,,32.0,,32.0,32.0,0.12,,2.0,0.5,16.0,32.0,,16.0,32.0,,,1.0,,16.0,,1.0,0.5,,4.0,4.0,,,32.0,,0.25,1.0,,0.25,0.25,,20.0,,,0.12,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,NA,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
ENTHOR86,Enterobacter hormaechei xiangfangensis,,,4.0,,,,,,,,32.0,32.0,,,,0.5,16.0,,,16.0,32.0,,,,,,,0.5,,,32.0,8.0,,,,,16.0,8.0,,0.5,0.5,,,,,0.06,,,,,,,,,,,,,,,,,,16.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,R,R,NA,NA,NA,NA,R,R,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
KLEPNE179,Klebsiella pneumoniae,,,0.5,2.0,16.0,,,,1.0,,4.0,2.0,0.12,,2.0,0.5,0.5,0.25,,0.12,1.0,4.0,,0.25,,1.0,,0.06,0.5,,1.0,1.0,,,4.0,,0.25,1.0,,0.25,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,S,NA,R,U,S,NA,R,S,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
KLEPNE178,Klebsiella pneumoniae,,,0.5,2.0,16.0,,,,2.0,,32.0,16.0,4.0,,16.0,0.5,4.0,8.0,,16.0,4.0,32.0,,0.5,,1.0,,0.25,0.5,,0.25,0.12,,,32.0,,0.25,1.0,,0.12,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,1.0,,8.0,32.0,NA,NA,S,S,R,NA,NA,NA,U,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,S,NA,R,R
KLEPNE177,Klebsiella pneumoniae,,,2.0,4.0,16.0,,,,32.0,,32.0,32.0,4.0,,16.0,0.5,16.0,32.0,,16.0,32.0,32.0,,1.0,,16.0,,1.0,,,32.0,16.0,,,32.0,,16.0,8.0,,0.25,0.25,,20.0,,,0.12,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
ENTROG6,Enterobacter roggenkampii,,,0.5,,,,,,,,32.0,32.0,,,,0.5,16.0,,,16.0,30.0,,,,,,,4.0,,,2.0,2.0,,,,,0.25,1.0,,0.5,4.0,,,,,0.25,,,,,,,,,,,,,,,,,,64.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,U,U,NA,NA,NA,NA,S,S,NA,S,R,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
CITFRE50,Citrobacter freundii,,,2.0,8.0,,,,,32.0,,32.0,32.0,,,16.0,0.5,16.0,32.0,,16.0,32.0,,,8.0,,16.0,,4.0,,,8.0,8.0,,,32.0,,16.0,8.0,,0.5,8.0,,160.0,,,0.5,,,,,64.0,,,,,64.0,,,,64.0,,8.0,,64.0,64.0,NA,NA,S,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,R,S,R,R,NA,R,R,NA,NA,R,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,R,R,NA,S,R,NA,R,NA,NA,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,R,NA,R,R
KLEOXY44,Klebsiella oxytoca,,,0.5,,,,,,,,4.0,4.0,,,,0.5,0.25,,,2.0,1.0,,,,,,,0.12,,,0.06,0.12,,,,,0.25,1.0,,0.25,0.25,,,,,0.06,,,,,,,,,,,,,,,,,,1.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,S,NA,NA,R,S,NA,NA,NA,NA,NA,NA,S,NA,NA,S,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA
